tweet_id	link	retweets
753381728559861761	https://t.co/aSUJlyf39m	2951034642:753386279627141121
753324957892014080	https://t.co/cZ226O7NbX	2951034642:753325217267580928
753322996538880000	https://t.co/cZ226Opo3v	706523519434280960:753356960779603968 2951034642:753324938510028800
753257154644054016	https://t.co/etOh2zCggp	
753255805399556097	https://t.co/6lEPEqWPRE	2951034642:753269895375179777
753255402356219904	https://t.co/7Rp8tyHNoq	2951034642:753270101470621696 4235132585:753264553425833985
753243691830038529	https://t.co/vL7mu0Qs67	
753243677128994820	https://t.co/5wlNB9VxR6	
753228825455198209	https://t.co/ZeGrytiQC3	2951034642:753240302299717632
753225898988544000	https://t.co/SvGxAiBTgC	2951034642:753240126302498816
753040211244937217	https://t.co/1HeRg07XPM	2951034642:753044701826076672
753035404211810308	https://t.co/Sz41cjERV3	2951034642:753044271293341696 244449296:753038873354203136
753028960850743296	https://t.co/d22BACUGCz	
752977773837385728	https://t.co/yxhIMsIUWi	2951034642:752982562130112512
752975898916352000	https://t.co/n8OsPYLblh	2951034642:752982335667134464
752958216883974145	https://t.co/cCaoqhpY9H	
752956672004460544	https://t.co/GPFsVq5Ozk	2951034642:752961086689677312
752956600571269120	https://t.co/Yt942seYnr	2951034642:752960951666642944
752943842546941952	https://t.co/bKS5VNqFAq	408169281:752958776794292228 2951034642:752945781217243136
