tweet_id	link	retweets
743822720798859265	https://t.co/caBCsjGXZO	
739277944028155904	https://t.co/0JZ26BIFaX	
736730485913587713	https://t.co/fUQ3W3x8Z3	13678192:740949122212040704 38207302:739276092960280577 2241116366:739220243168497665 719973502481080321:737661613914755073
736205380653441025	https://t.co/fNKw8KE542	13678192:736586183015174144 376215978:736287559806918656 2958685086:736211962514812928
733505019199152128	https://t.co/BXaimqFJxq	
733504706257899520	https://t.co/5DRM3a8KVq	39155529:733635815536893952 719973502481080321:733631277815992320
732300777071337472	https://t.co/AR9hhavMCg	
730486792097386496	https://t.co	
730424362210189312	https://t.co/SMo6RNZHXV	
729509865371140096	https://t.co/t20r7n6dQe	38207302:729658970793631744
729389892531195904	https://t.co/1KEQzfEl3D	38207302:729736944473640960 719973502481080321:729646217785974784
729041134903656448	https://t.co/GuPMIQPTrB	719973502481080321:729319986926325760 185259463:729047588037656576 241424499:729043081299931141
729028117642153985	https://t.co/n1xFXRUOVr	
729028091146706944	https://t.co/6KiSVbeQGr	
728758765655183361	https://t.co/csHUZkzNs6	38207302:728937058803154944 279008249:728800099023781889 437271615:728762436145176576 719973502481080321:728759846829477888
