tweet_id	link	retweets
742820244780158981	https://t.co/iPph9OEVdj	723557981053411329:742875287432630272 240047379:742868969170862084 21105134:742868382991556609 78911126:742868007823810560 1096550600:742839639753564160 927165181:742823289534439424
742405672076234752	https://t.co/XXCsy3aJr1	
738774926820282369	https://t.co/QaUbi3umRK	
738774875276513280	https://t.co/fcR	
738524204459511808	https://t.co/yHqHVozlIX	
738177914592628736	https://t.co/DxcEq2tZn7	
738080682702954496	https://t.co/tKNjlWoZrV	
738067836896219136	https://t.co/byZgpShA4d	2932619193:738086187051556864 73407846:738080822390099968
737807037258715137	https://t.co/gE8hehZNPO	
736215619859849216	https://t.co/tKNjlWoZrV	1643939630:736314911316316161 222377144:736289248865816577 260265372:736218115697053696 4253767768:736217580860518400 73407846:736215840639594498
731134021497966592	https://t.co/HdOjSDqZD5	
731131572276039680	https://t.co/tKNjlWoZrV	
731124172408164352	https://t.co/oX7mmMx9Y6	2279207083:731422443324198912 20650266:731188987264569344 240375082:731152432881799168 725303487253323776:731138784167923712 19864408:731133090177765376 4253767768:731128430067130368 73407846:731126215499714560
728684056687353858	https://t.co/2yEUkmzphn	
