tweet_id	link	retweets
749949759956279296	https://t.co/RUtQ7IY1vv	
747348498379476993	https://t.co/Ve6sPOxJID	
745896421832953856	https://t.co/ivl7odYlwj	
745156593294053380	https://t.co/UX0aeLxv4S	
743720714209878016	https://t.co/PgMKm98AMh	
741930953514360832	https://t.co/6QiuEtw6aw	
741204764847792129	https://t.co/KWedGFcY8p	
737987344243036163	https://t.co/yFs8k0ewqA	
737556081950396416	https://t.co/nFQB0gTSBj	
737205722035945473	https://t.co/KAvxMcPGnB	
736878532190711808	https://t.co/RXtk6fKnLV	
736186151132909568	https://t.co/jvFTm6Rbm4	23129524:737319957642547203
736105190668001280	https://t.co/46lMRvSBD8	
735120918196977664	https://t.co/NMzGRFU3Kp	
734151278532689920	https://t.co/6ccst0j7PP	
734038227238191104	https://t.co/oI8w1CkmdB	
733041827838889984	https://t.co/aZrmqWVMhr	
732210221439975424	https://t.co/HuhUlAAKui	
731759444921593856	https://t.co/vSJNCpqhsh	
731107378343649280	https://t.co/LLKpEuT42X	
