tweet_id	link	retweets
747533507925184513	https://t.co/wmXAtv0QmR	
747464702649860101	https://t.co/attYzKPNJV	435377882:747477226925461504 56173537:747465725648969728
747149331493433348	https://t.co/TJljmQ4G7e	43616222:747188561032577024
747148838419337216	https://t.co/stA88mkJ	
746206205819813888	https://t.co/H1Qn83RZHn	
746206156318605313	https://t.co/6y7nK2s6N9	
746094225759014912	https://t.co/YQmvF0Es5A	2536814534:746148181348474880 944937703:746138603751776256
746093578863054850	https://t.co/zMKGAP9gIb	1069512278:746559137895481344 1375222494:746506430149173248 8088112:746493702802112513 2956086741:746210561990393856 139790256:746190551049871362 16677281:746132238396325888
746073724596682753	https://t.co/rw6PVZl9bs	
745837525747515392	https://t.co/H1Qn849B5X	
745686223964905472	https://t.co/HlDLWDs0xm	
745686191568125954	https://t.co/0h7EzMYXq7	
745676811124629504	https://t.co/zMKGAP9gIb	70750473:747154397973602304 1424630858:746904542877523968 353201602:745982297170542597 711309803075854337:745792463667867649 127597701:745787715275235328 944937703:745771343040356353 1675527324:745755666883575809 286009641:745747036968914945 152857504:745746578871296000 239941777:745731106339758081 2428439804:745727352957632513 2165883798:745722381507846144 1527635322:745721565896122369 548732014:745713562367098880 3161845657:745694974646296580 2947486983:745690913800806402 759433448:745690332809986051
743853034237722624	https://t.co/I7IIjrRWNc	
742853879025545217	https://t.co/u2FLmNfnAP	1017785030:745255978543681536 1028854592:744940776690311168 25626792:744015905265430533 479095992:743846831457705984 2699409049:743636586013810688 739148944580739072:743201070793498624 628370497:743179270843883521 4856119996:743172476046348288 139790256:743148785828790272 2260014639:743138229730295808 4727848696:743053712541790208 65832493:743051666606395392 3325423925:742948344176250880 1350544622:742948182393532417 1675527324:742947085994037248 162295959:742941352024014848 705291697178148864:742919079397363712 1679885636:742913308622127106
741368381996158976	https://t.co/cLS8Ral9PT	64614343:745732751895240704 32321889:743873286338142212 48277801:742866125227065345 489472535:742105443770761216 729473090065866752:742011729740103680 1244335034:741995445958934528 124687753:741901446900125696 3887591307:741896876425875456 139790256:741670622569304064 4239079933:741662060056969216 99160614:741651617477500928 860043229:741650480799965187 740510597721247745:741641909454704640 702010524:741567578989072384 456044880:741563333409705984 287186904:741558810079285248 92393478:741546117674848257 570049545:741534250969731076
740673317590290432	https://t.co/HG9iGeQE	
739896453011779586	https://t.co/tr9AaOrgw4	2165883798:741999950402179072 896160253:741996266637398016 413319276:740917935955267584 2832693383:740198606615941122 127597701:740060512667369472 21655585:739943010981556224 766422163:739932343561900032 113849006:739930225870508034 739012122:739928159739650049 77577242:739921690218528769 239941777:739917733232553986 24572867:739917442764263424 174773178:739917319204409344 25147460:739915347873177609 65103912:739912596170625024 267936612:739907928573018112 332623436:739906845922492416 271667471:739905480164814848
738974429556805632	https://t.co/vBm8epZvuF	
737521313011490816	https://t.co/E7RrhBBYBC	
736759187687022593	https://t.co/ciuhi5bXGz	
735666896331149312	https://t.co/0cwLnlpyWg	139790256:737865913953865728 2832693383:735828469507100672 4389798807:735820918442823680 61389526:735800175873007617 155615156:735798607572406272 353201602:735729196853432325 4036215075:735703588647772161 2977774232:735695771727585280 759433448:735682656399040512 377626980:735681587015098369 38017493:735678036968759296 51575762:735675874087837698 256828344:735674297558159360 2895894019:735670536475271169 28395628:735667790091280384 55672008:735667378143539200 120914953:735667217975508992 86767451:735667148010315776
735587439146762240	https://t.co/z5zC	
735305343060836353	https://t.co/yJ48Eba	
733054866868686848	https://t.co/nub7RGegCt	
732394428543852544	https://t.co/olLC32klF8	
731516003973091328	https://t.co/9jxXWXGQGX	
729707348537843713	https://t.co/N2mOC0leGH	139790256:730591863787409408
729707178685284354	https://t.co/atnUv7frBM	4036215075:729778094043697156
728757247724142592	https://t.co/HIXUAC003l	4036215075:728761572680589312
727966182997774337	https://t.co/PEmucrn3fe	1910791:728084345278238723 217857036:727977586739937280 907271815:727977158757355520 19432928:727969642086473728 456044880:727968436261924864 781692949:727968037689823232
727910808278065152	https://t.co/9J9WAlFfqA	713459256184320001:730222694440919041 116520581:727929486121918464 2400231738:727921851284889600 44915384:727911914857218048 332584832:727911395723911168 4801074392:727911182032510976 139790256:727910926616305664
727587386272546816	https://t.co/ZDS2nc1og1	
725443252158128128	https://t.co/nYeW8KTPUP	139790256:730591976001802240 1406649132:725531158801440768 1711522520:725467205320753152 22841859:725458023460655104 887894420:725446764774436864 954444175:725444755795095553 2710025570:725444608432414721 14314075:725444549900947458 3632660955:725444191795470341 4138188254:725444096299556864 222497073:725444006075846658 3139388491:725443895010582528 2429193012:725443855651205121 14925700:725443717948125184
724312338355073024	https://t.co/i8xOBmVpXh	
723892512579026945	https://t.co/NvgE9Yr2q5	
722885370627497985	https://t.co/lSnCcXiRHU	346793567:724387838519693313 139790256:724095692180955136 389036336:723344583740919808 173375712:723190404154318848 1222895418:722964614380687360 223712268:722919402899767296 63584904:722917051312971776 3245419330:722888989498220546
722885112740712449	https://t.co/Mq8a1eaMnq	139790256:724095708052205568 570534566:723706288211935232 3327186433:722905992980107264 414767240:722888027047989248
720289743712464896	https://t.co/phU6	
717119463972290560	https://t.co/yex64FI7ki	139790256:720017774362390532 332584832:717713618846883840 94408516:717174152067723265 4741645753:717156262262267904 2316210391:717145082197987330
715700881879015425	https://t.co/x5P18xHIQw	
713531822655692800	https://t.co	
713188295711318017	https://t.co/GLU8TH4QqM	846225612:722922579607072769 2590346838:722601731281022977 1532479998:721309567821422592 331784659:716817034584129538 4364807535:716678702734708737 1124991062:715798317649829889 2670401790:715737473058344964 2615037473:715327038111031296 63796850:713931376265928704 307457387:713902177538977794 3700120216:713789624066437121 2961374019:713778777315213312 955859707:713776781531209728 4296333255:713751186977988610 1732840772:713710280686059520 4258421548:713571232810033152 139790256:713570248503463936 1277104753:713559044779184129
712799411944890369	https://t.co/LQEQ1p3avW	
712766931653099520	https://t.co/nVjazh7fxR	
712351305289883649	https://t.co/WjNrS2dsn7	4364807535:716678800654921728 2904249896:712389201421934592 3326744975:712357191307673601 711677213809254401:712351406557159424
712320296452231169	https://t.co/mDQsB4PQ8c	4364807535:716678834163159040 3230712489:712391308904677382 38494886:712351569648300033 57653935:712346969511952384 511321954:712346773902266372 4198039535:712345846742958081 30402849:712334747586969600 332623436:712333321913638912 158276076:712328785132195845 3158239563:712327761231269889 349966356:712323262055895040 766488156:712322270748917761 2451410100:712321286890987520 149538028:712320656730361856 178443994:712320635209256960 1339584187:712320483849428993
712133267084935168	https://t.co/tzsltgzJyM	4364807535:716678851384856576 41953335:712135198427758592 25147460:712134260405182465
