tweet_id	link	retweets
747816861975318528	https://t.co/7jHLTdAU7A	175907657:747827313992163328
747053081695780864	https://t.co/ZA2bdNfien	175907657:747072303729631232
746934902403248128	https://t.co/4JQ3Wukwdq	170360456:746938970789974017
746158292926349312	https://t.co/v2uoGwjQci	16558707:746167130366812160
746156463236784128	https://t.co/2aOGxcYbs9	
746151692178178048	https://t.co/LZlMAHLevO	
746068216443768832	https://t.co/WngBQITo7x	
745856990916796416	https://t.co/DivTUdTenb	2627567574:745862215522197505 431817152:745857042905202688
745756589471174657	https://t.co/YJ9hvCwvYz	
745355723715022848	https://t.co/P7baamto89	
745288967302582274	https://t.co/eZeHz86wxY	
745079278237265920	https://t.co/0rO5Lb1Kve	
745045366374969345	https://t.co/GyehWVcbK8	
745044471637737473	https://t.co/HKsazmMGKX	
744941777581408256	https://t.co/8FQ4TQvQrp	3193532004:744952991539564544
744926521631064064	https://t.co/6LZjHy4KpI	
744742455589867520	https://t.co/mjTpSXv4xn	2627567574:744765461238259713 3436181661:744742708493750274
744739432125849600	https://t.co/qqlpGhyaQf	3436181661:744763292246245376 170360456:744746092017889280
744613527822950400	https://t.co/EaZ8g3QWwr	2701881606:744614846608609280
744555067198607360	https://t.co/Vl7cxTKoVj	26422717:744579354198319104
744541880210309120	https://t.co/73hdmMZxDX	
744503710986952704	https://t.co/sbaxuV0WFR	
744366896246566912	https://t.co/oUAVBbBwcr	
744158391698853892	https://t.co/88uwfy1YxT	
743897173994184717	https://t.co/OYPDESK29f	
743591216059645952	https://t.co/PNsF5CgsRe	2409571994:749939923961147392
743452773816147969	https://t.co/CW3om2smYM	
743291139793420288	https://t.co/xjczu9pdUw	18068803:743302291868966912
743290740831322112	https://t.co/BSwJQlhAU3	
743209323245998080	https://t.co/ekLishQW5w	
743152235136311297	https://t.co/moPxv9afeH	
742860742618165248	https://t.co/4YN4M9z2xp	740996282320228353:742861215353835520
742855052675665920	https://t.co/mCuKFsxLba	
742835188045099008	https://t.co/2lpIXO94vI	277109623:742888591207059456
742751730497126401	https://t.co/OtNI1aVhRz	
742750922657439744	https://t.co/G57exCJB9U	
742490023401029633	https://t.co/n1ySCmQ6rn	
742214469187686400	https://t.co/hukwFX1awm	
741972072109330432	https://t.co/uDIMxKZGW6	
741629159294783489	https://t.co/9MEwTvzPtx	
741273340631994368	https://t.co/WdOKxv2tvu	
741115871687520256	https://t.co/eWqwdq0YOA	
740913006725468160	https://t.co/odzbLTCZEs	
740770607747497985	https://t.co/bnT2XACBJJ	
740769950328094721	https://t.co/3M9XfpkxDg	
740762174130376708	https://t.co/PmxcddpZgw	
740760923602817024	https://t.co/sNozwE9ZMu	
740760293475790848	https://t.co/uYB8cRJoSJ	
740537775036977153	https://t.co/RpUXPkpIoX	99786266:740538786082230272
740397095274811394	https://t.co/AN9d5NnVkZ	
739650718240497664	https://t.co/oNffiS68hu	
739467365994352645	https://t.co/g3RFYQBYdC	
738873087786123264	https://t.co/2TxOF8gwpp	
738594356395835393	https://t.co/l5ClvNpepn	
738593375159357441	https://t.co/O41aVwIYIP	
738590376248762371	https://t.co/R7ZRZ0fcaG	
738590013043019776	https://t.co/2ywA3Q3B2L	
738589373688512512	https://t.co/4TAIM1eDlq	
738588992698884097	https://t.co/40x1hAIRxB	
738588411657756673	https://t.co/LbM1wiNSFS	
738587536449118208	https://t.co/0kCjHDw1mL	
738586953231171584	https://t.co/uzaFzGA0zS	
738585934501793793	https://t.co/e0SpZJzv4d	
738512618416132096	https://t.co/enaKjLjuZv	
738453923053359106	https://t.co/hGOFOea8mH	
738448292212813824	https://t.co/XPRl3qHV68	
738448002629705729	https://t.co/y6U8drmSWv	
738446366159056896	https://t.co/cqzwBhF1Q7	
738444738517422080	https://t.co/V4u2vccoYw	
738443864156065793	https://t.co/v6FkBFhnwH	
738234172414799872	https://t.co/ZflMDF8Ra7	
738233778980683776	https://t.co/02QziznLWw	
738233153219874817	https://t.co/tgTsEDoHdf	
738232545406488576	https://t.co/so33L8eG3c	
738134834648780803	https://t.co/f5C6JiTvXR	
738113754949419008	https://t.co/RRiTlKMbSN	
738084803086561281	https://t.co/WbaGfYPVpH	
738084083436298240	https://t.co/kYJQMmFHuP	
738083061900926976	https://t.co/0LNgGwnXVE	
738082447674445828	https://t.co/697Pm5J9RM	
738081848182644736	https://t.co/hUEsab5gj3	
738081315451461632	https://t.co/Y6nyuiYV8y	
