tweet_id	link	retweets
747719825036836864	https://t.co/zWz4ag7RJf	907190065:748611353619795969 104823519:747983511651418112 431629329:747831923427336192 541507182:747723792709988352 116405671:747723440136785920 149834227:747721516071137280 2488754894:747719891256512513 1245337244:747719876849065984 4883194082:747719843470802945
747398328078327808	https://t.co/hgCfvUuhX3	3145381525:747539577296982020 431629329:747475231988539392 176296513:747409161936265216 1706178686:747399441984950272 395901877:747399441242460161 137681489:747399034487209984 137731951:747398652549730304 1315836037:747398635483082752 1093908062:747398606504624129 1458967008:747398581921808385 126327904:747398530445119488 4077933079:747398492771889153 120776635:747398422752174081 553298738:747398402741174272 455645239:747398387801042945 2488754894:747398363822206977 1245337244:747398348240392194
747281111961591808	https://t.co/cN9R8gxVtc	243933248:749633799198093313 2831734890:748721451314798592 574277711:747687892407975936 2409654721:747553766937747456 1082383472:747548844682928129 3124327260:747460030291574784 3081687908:747438249593843712 713353619362308096:747421682755768321 202007619:747416328210780160 68382458:747413669089153024 107722800:747405975028535297 3179257189:747405949124513792 263532014:747404138938413056 1460078172:747404075847688194 4091324892:747399979774271489 2201370265:747397526064553985 431629329:747395552845795328 504381503:747388868614201344 1650996613:747387914825273344
746951435439333376	https://t.co/PnFPPXHp2e	3739175358:747517242091307008 3124327260:747460007872995328 713353619362308096:747421700736720897 1088310228:747012046357565440 2931224096:747003907721723904 431629329:746997664575692801 1010948773:746975037207416832 622397675:746971974006517761 75803523:746969761058152448 2194457084:746968068786511872 2256453168:746961512451825664 4636346059:746960290990854145 2488754894:746960180378640384 2361133530:746960050392969217 1245337244:746959893500854272 99776962:746955237127184384 48439056:746954783559286785 2301382208:746953741392240640 119962203:746953600740392962 3252205993:746953442996846592
746951356666175488	https://t.co/x7tp9QMxHf	101966351:747799343156035584 3124327260:747459995923447808 713353619362308096:747421661507424256 1522464494:747342132529135618 3199188720:747337011741102081 87869844:747285429817217024 1348788380:747277050981941250 3033033548:747114258190598144 395914108:747055095297150978 137265772:747041610135912448 1675513238:747025128148459521 635454258:747021206184833024 941073734:747009909363879937 2931224096:747003947798278144 431629329:746997609047330816 16334367:746993993116835841
746951296985358336	https://t.co/WSirJK2LKj	100180166:747281642566234112 1376837551:747193456162836480 431629329:746997597030649856 16334367:746994008484831232 1891743654:746969793849237504 724144636571197440:746967674467418112 2472359749:746966616689119233 179434481:746966227336126465 2886236730:746962500101378048 2488754894:746960153811910656 1245337244:746959842472951808 705746833960665088:746958959135776769 1062514891:746955688358748160 148669123:746954625077518336 1208812206:746954586049548289 1138418154:746954467447214080 343895288:746954271921299457 237767972:746954127893139456 61999462:746953020605235200
746951231063494660	https://t.co/BlpyIv2vw5	2553615156:753863406793273345 2870727392:748138570842443776 190241438:747628924318842880 67602493:747591443024248832 3978344174:747478469706031104 2596226742:747283703668187136 703263756852178945:747246246658596864 1179586620:747077238420471812 1856912179:747061262060683264 2941586005:747041104344670208 1559251567:747014089096855552 713332458691792897:747005428597350400 3036226028:747004785681825792 431629329:746997585781481472 119371902:746997408790282240 3238995998:746995517150814208
746268546317979648	https://t.co/vUOAdy7a0X	81199357:747406236383993857 79718741:746717067747827713 494817738:746643446887120897 282608006:746486899640963072 3124327260:746386210310893569 111852288:746377155542552576 2357021096:746376432809476096 3935161212:746353265269321730 431629329:746349504136261632 128425008:746335838594686981 91738024:746326816516825088 2275037991:746319544516382724 136922190:746312118324994048 106755700:746297354991460352 2709884119:746295722220257280 281564516:746294904796545024 1403644520:746290010970697729 3469653624:746289556736008192 2560915700:746289010918592512 118305428:746287739465695232
745970976710496256	https://t.co/qxrZkPcte4	720918106311237632:746868533850603521 1471755260:746196957874401280 1657514336:746184028726792192 16334367:746177907324649472 3145381525:746090429855109120 3124327260:746049470618439680 431629329:746012880101834752 3148470691:746011522854326273 1923463908:746002697598296064 97665594:745986992186359808 568830475:745985875234824198 4887373283:745984468393951232 3596120659:745979999153332227 1184154210:745978841991024640 2393601792:745977443538763776 301890298:745975824549969920 102361587:745975495657984000 420140224:745973433335353344 1245146268:745971468966584320 4121980934:745971441699454977
745909997247279104	https://t.co/LepW05hZgZ	1705113654:746280873121611776 431629329:745958327587246080 244728564:745957638345629696 3185030209:745944703627993088 3288575192:745944298022117376 386837761:745937863519281152 1718958366:745929661788585984 3042497791:745913984998584320 136314305:745912226159202305 3244984844:745911607805480960 2402706163:745911552361009153 2488754894:745910064750432256 999530947:745910063240450048
745867217951162368	https://t.co/TBxcPcYWfv	1596099566:746215508387602433 16334367:746014574768336896 431629329:745957231347195908 165496947:745928370186227714 139359563:745928285859749888 572727533:745893019375763456 1404417018:745889789531066368 632801005:745881518241947649 2488754894:745869275617959936 1245337244:745868135341907968 3849386654:745867913236746242 3060102691:745867708428881921
745867024728002560	https://t.co/2ji6alJfvq	3499821492:746137591498432512 2835432276:746015059411763200 3089160205:746003323279441920 1106509598:745990452013260800 355468277:745989154090057729 128522977:745988926804893696 1318002529:745987769659318272 431629329:745957222434242560 54104257:745946307160793089 76604557:745928000357687297 4566251:745879733078982657 488374207:745874387304353793 96971065:745869621119574016 2488754894:745869262745665537 1245337244:745868116106878976 182887494:745867130902577153
745539728863223808	https://t.co/QUN0QEi3Hc	226907410:746952052534738944 3263209921:746485978773094400 244728564:745957672801861632 330955057:745920103586332672 703996011161612288:745915486483980293 2671901880:745914489728602114 456535019:745913372961554432 801650430:745913263582494721 1153399748:745909410128666624 67900694:745851005582049280 3182992428:745661670765125632 2301382208:745661543342235648 1376837551:745644003442384897 431629329:745625966152581120 1966911391:745585991331700741 155217767:745584092733837312 2302825424:745583124814274561
745105712645181440	https://t.co/0QHEOsm1lL	246601582:748069741227454464 4302366853:746004997809176576 343895288:746004248559681536 1244643122:745997512767483904 2501420912:745995045673721856 2430931650:745614781445373954 117428658:745563771322568705 77493419:745407444507975681 2208843259:745251101406945280 34516873:745247486114041857 102705320:745247223873626112 112101394:745247014204518404 67323125:745236020837310464 2881462350:745229361884717056 95590247:745228715043414016 44320289:745228644944011264 174702329:745227524330790913 537303763:745226530255581184 88385720:745225194067791873
745105570512805888	https://t.co/q6KwWHOAbY	621824935:745591737452662785 414386438:745509568713654276 3124327260:745304706793168897 431629329:745223530959147009 489903394:745156088127856640 2488754894:745153494760337409 1245337244:745150620026339330 728179805049348097:745134681083940864 265121663:745121126913736704 705004518358913024:745114148934037504 2417598270:745113408333217792
